Gender,Customer Type,Type of Travel,Class,Age,Flight Distance,Departure Delay in Minutes,Arrival Delay in Minutes,Inflight wifi service,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Satisfaction
Female,Disloyal Customer,Business travel,Eco,36,1190,3,7,3,4,4,3,5,4,3,4,3,4,4,5,4,1
Female,Disloyal Customer,Personal Travel,Eco,49,870,19,11,4,3,3,3,3,3,2,4,4,3,0,3,5,1
Male,Loyal Customer,Business travel,Eco,40,586,7,18,4,4,4,3,5,5,3,4,2,4,3,4,4,1
Female,Loyal Customer,Personal Travel,Eco,57,657,7,12,4,5,2,2,4,4,3,4,4,4,4,3,4,0
Male,Loyal Customer,Personal Travel,Eco Plus,20,165,13,4,4,3,2,5,1,3,3,3,3,3,5,5,3,1
Male,Loyal Customer,Personal Travel,Eco Plus,19,766,22,20,4,5,1,4,4,4,2,4,2,4,5,3,3,0
Female,Loyal Customer,Personal Travel,Eco,48,973,5,20,3,3,4,4,4,4,4,5,2,5,3,5,3,1
Female,Loyal Customer,Personal Travel,Business,49,1758,10,24,4,4,0,3,3,4,4,0,2,4,5,4,3,1
Male,Loyal Customer,Business travel,Eco,37,1164,9,0,5,5,2,3,3,4,3,4,3,5,4,3,2,1
Female,Loyal Customer,Business travel,Eco Plus,44,468,9,5,2,4,2,4,5,4,2,3,3,5,5,3,5,0
Female,Loyal Customer,Business travel,Eco,48,180,14,33,4,3,4,4,3,4,3,4,3,4,4,4,4,0
Female,Disloyal Customer,Personal Travel,Eco Plus,29,797,4,3,5,3,3,3,5,3,2,3,2,3,3,3,5,1
Female,Loyal Customer,Personal Travel,Eco,31,1306,6,9,2,4,3,0,2,3,3,3,3,4,4,4,3,1
Male,Loyal Customer,Personal Travel,Eco,41,790,2,13,4,4,2,0,4,3,3,4,2,2,1,4,5,1
Male,Loyal Customer,Personal Travel,Eco,50,1171,12,0,5,4,2,3,4,3,4,4,2,4,3,3,4,1
Male,Disloyal Customer,Business travel,Eco,25,809,8,0,2,5,3,3,4,3,4,5,4,3,3,4,2,0
Female,Loyal Customer,Business travel,Eco,37,1259,21,19,4,2,2,4,4,4,4,4,3,4,3,3,2,0
Female,Loyal Customer,Personal Travel,Eco Plus,36,101,3,16,3,3,3,4,4,3,3,4,4,3,2,4,3,1
Male,Loyal Customer,Business travel,Business,44,1702,27,38,3,2,4,3,3,2,2,4,5,4,3,3,5,0
Male,Disloyal Customer,Business travel,Eco,39,344,13,21,3,4,3,3,3,5,5,3,3,4,3,3,4,1
Male,Disloyal Customer,Personal Travel,Business,32,1297,13,13,5,4,4,2,3,3,3,4,4,3,3,3,4,1
Female,Disloyal Customer,Business travel,Eco Plus,54,764,5,17,3,5,4,4,3,4,2,4,4,4,4,2,5,1
Female,Disloyal Customer,Personal Travel,Business,33,842,6,5,0,5,4,3,3,4,3,2,3,2,3,3,4,1
Male,Loyal Customer,Personal Travel,Eco Plus,35,779,6,13,3,4,2,4,5,3,2,5,3,3,3,2,2,1
Male,Loyal Customer,Personal Travel,Eco Plus,20,1028,19,29,3,4,3,4,2,3,3,3,3,5,4,3,5,1
Female,Loyal Customer,Personal Travel,Eco,30,1129,1,19,3,3,3,3,5,3,3,4,4,3,2,3,3,1
Male,Disloyal Customer,Personal Travel,Eco Plus,45,1429,7,7,3,4,2,2,3,4,4,4,4,4,4,4,3,0
Female,Loyal Customer,Business travel,Business,43,1604,8,5,4,4,2,5,3,3,4,4,2,4,4,3,4,0
Male,Loyal Customer,Personal Travel,Eco,46,1066,5,19,4,2,2,4,3,3,3,3,2,3,4,3,4,0
Male,Disloyal Customer,Personal Travel,Eco,46,1757,4,19,5,4,5,3,3,3,3,5,3,3,3,3,3,1
Female,Loyal Customer,Personal Travel,Eco,64,946,1,0,4,4,3,4,5,4,4,3,3,4,4,5,2,0
Male,Loyal Customer,Personal Travel,Business,30,1439,7,0,3,5,4,3,4,3,3,1,3,4,5,2,3,1
Male,Loyal Customer,Business travel,Eco,20,1114,12,25,3,3,2,3,4,3,3,4,4,5,2,4,5,0
Male,Disloyal Customer,Personal Travel,Eco Plus,26,625,8,0,4,3,4,3,5,3,4,4,4,4,4,4,4,1
Male,Disloyal Customer,Business travel,Business,31,991,4,0,3,4,2,3,4,4,3,3,3,4,2,5,5,1
Male,Loyal Customer,Business travel,Business,27,1152,8,6,3,4,3,3,4,2,3,4,3,0,3,4,4,1
Male,Disloyal Customer,Personal Travel,Eco,40,884,21,22,4,3,1,3,3,4,3,5,4,5,3,4,3,0
Male,Disloyal Customer,Personal Travel,Eco Plus,54,1106,5,0,4,2,4,3,3,3,4,5,3,3,4,4,3,0
Male,Disloyal Customer,Personal Travel,Business,57,1333,9,11,4,3,4,3,3,4,2,0,2,4,3,4,4,1
Female,Disloyal Customer,Business travel,Eco,45,888,10,13,3,3,2,4,5,4,3,4,2,4,3,4,4,1
Female,Loyal Customer,Business travel,Eco Plus,65,80,2,0,3,3,4,3,4,3,5,4,3,4,5,3,4,1
Male,Disloyal Customer,Personal Travel,Eco,35,1739,6,26,3,4,2,2,5,2,4,4,4,4,4,5,4,0
Male,Loyal Customer,Personal Travel,Eco Plus,19,751,6,10,4,3,3,4,3,3,3,3,4,4,5,5,4,0
Male,Disloyal Customer,Business travel,Eco,52,488,8,19,3,3,3,4,4,2,3,3,2,4,3,4,4,1
Female,Loyal Customer,Personal Travel,Eco,18,338,18,3,2,4,4,5,4,4,4,5,3,4,0,4,3,0
Female,Disloyal Customer,Business travel,Eco,30,732,3,0,5,3,3,3,4,3,4,5,4,3,5,4,3,1
Male,Disloyal Customer,Business travel,Eco,45,619,19,24,3,5,4,3,3,2,5,4,3,5,3,4,5,0
Male,Loyal Customer,Personal Travel,Eco,38,531,12,31,4,4,4,4,3,3,4,3,4,4,4,4,3,1
Male,Disloyal Customer,Personal Travel,Eco Plus,37,559,28,18,4,2,3,4,4,4,2,5,3,3,4,4,2,1
Male,Loyal Customer,Personal Travel,Eco,25,1165,1,2,4,3,3,4,5,5,2,4,3,3,2,5,4,0
Female,Loyal Customer,Personal Travel,Eco,39,1915,38,26,1,3,2,3,3,2,3,4,3,4,4,3,4,1
Male,Loyal Customer,Business travel,Eco Plus,51,1310,2,0,4,3,3,3,4,5,2,3,4,4,3,4,4,0
Male,Disloyal Customer,Business travel,Eco Plus,39,1461,4,6,5,4,5,4,5,3,4,4,2,4,4,3,3,1
Male,Loyal Customer,Business travel,Eco,29,711,4,0,4,3,3,3,3,2,2,5,3,4,3,3,5,1
Female,Loyal Customer,Personal Travel,Business,24,952,12,0,2,3,2,2,3,5,3,2,4,4,3,3,4,1
Male,Disloyal Customer,Personal Travel,Eco,29,1113,7,0,5,5,4,2,3,2,3,4,3,4,3,4,5,1
Female,Loyal Customer,Business travel,Business,44,570,4,0,2,3,3,3,3,5,2,4,3,4,3,3,4,1
Male,Loyal Customer,Personal Travel,Eco,43,687,25,30,3,4,4,3,3,3,4,5,4,5,4,5,4,0
Female,Disloyal Customer,Personal Travel,Eco Plus,29,1327,1,7,0,2,3,5,4,3,3,5,0,4,3,5,3,0
Male,Disloyal Customer,Personal Travel,Business,18,1445,16,22,4,3,3,3,4,2,5,5,4,4,4,4,1,0
Female,Disloyal Customer,Personal Travel,Business,44,934,7,0,4,3,1,0,4,5,5,4,4,4,4,3,4,1
Female,Loyal Customer,Business travel,Eco Plus,28,302,4,14,3,4,4,3,4,4,3,5,2,4,3,5,3,0
Female,Disloyal Customer,Personal Travel,Eco Plus,47,752,5,12,5,3,1,4,3,3,1,3,3,4,5,3,5,0
Female,Loyal Customer,Business travel,Eco,30,179,6,6,3,5,4,3,5,3,3,3,3,4,3,3,5,0
Female,Loyal Customer,Personal Travel,Eco Plus,27,938,4,2,2,2,3,3,5,4,5,5,4,4,3,4,4,0
Female,Loyal Customer,Personal Travel,Eco Plus,41,1028,14,8,5,5,4,2,5,3,4,3,4,4,5,3,3,1
Female,Loyal Customer,Personal Travel,Business,67,765,6,8,4,4,3,3,3,5,3,3,1,3,4,5,4,0
Male,Disloyal Customer,Business travel,Eco,48,1021,13,29,5,4,4,2,4,3,3,2,2,4,2,5,4,1
Female,Disloyal Customer,Personal Travel,Eco,41,1108,5,16,4,4,3,3,4,3,4,5,1,3,1,5,4,1
Male,Loyal Customer,Personal Travel,Eco Plus,43,1028,9,6,5,5,3,3,4,2,4,3,2,4,5,4,3,0
Female,Loyal Customer,Personal Travel,Eco,18,299,9,14,3,5,3,3,3,2,4,3,3,3,4,4,2,1
Male,Disloyal Customer,Business travel,Eco,26,773,8,0,4,3,4,5,3,4,4,5,5,4,4,5,4,1
Male,Disloyal Customer,Business travel,Eco,18,1105,19,26,4,4,3,4,3,4,0,2,2,4,0,2,4,1
Female,Loyal Customer,Personal Travel,Eco Plus,60,1689,21,13,3,3,2,0,3,4,4,5,5,3,4,4,4,0
Male,Loyal Customer,Business travel,Eco,57,764,14,21,4,3,2,2,5,3,2,3,4,4,3,4,0,0
Male,Loyal Customer,Personal Travel,Eco,44,1175,17,47,1,4,3,3,2,2,2,4,4,4,3,0,4,1
Male,Loyal Customer,Personal Travel,Eco,41,1339,13,7,3,4,4,3,3,3,3,3,4,4,3,5,4,1
Male,Loyal Customer,Personal Travel,Business,20,802,5,34,3,2,2,3,4,5,3,3,2,4,3,3,4,1
Male,Loyal Customer,Business travel,Eco Plus,36,1474,7,12,3,4,5,3,3,3,5,3,3,4,4,5,5,0
Male,Disloyal Customer,Personal Travel,Eco,61,1501,1,0,3,4,3,2,3,3,5,3,2,3,4,5,4,1
Male,Loyal Customer,Personal Travel,Eco,41,1590,3,0,4,3,3,3,4,1,4,3,4,4,4,5,4,0
Male,Loyal Customer,Personal Travel,Eco Plus,32,1129,2,26,3,3,2,3,5,3,4,5,2,4,4,4,5,0
Male,Loyal Customer,Personal Travel,Eco,18,2080,4,9,4,4,4,3,4,3,2,3,3,4,2,4,4,1
Female,Disloyal Customer,Business travel,Eco Plus,56,592,10,4,3,5,2,3,5,4,3,2,3,3,4,3,4,0
Male,Loyal Customer,Business travel,Eco,38,1962,5,3,4,4,2,3,2,3,3,2,4,3,4,5,3,1
Female,Loyal Customer,Personal Travel,Business,18,1284,15,19,5,4,3,3,3,2,3,4,3,5,4,3,3,1
Female,Loyal Customer,Personal Travel,Eco,28,1570,3,3,4,3,4,3,4,0,4,2,2,4,5,3,4,1
Male,Disloyal Customer,Personal Travel,Eco Plus,24,740,12,15,4,3,3,4,5,3,3,4,4,4,3,4,4,0
Male,Disloyal Customer,Personal Travel,Eco,37,1322,3,21,4,4,2,3,3,3,2,5,3,5,3,3,3,1
Female,Loyal Customer,Personal Travel,Business,41,1613,18,7,3,2,2,2,3,3,4,4,4,3,4,4,5,1
Female,Loyal Customer,Business travel,Business,33,356,3,9,3,4,4,2,4,4,4,4,3,4,3,4,5,0
Female,Loyal Customer,Personal Travel,Eco Plus,48,818,11,10,3,4,3,3,4,3,0,3,3,4,2,3,5,0
Female,Disloyal Customer,Business travel,Eco,40,80,4,0,4,4,3,2,3,4,3,4,4,4,3,3,3,0
Female,Disloyal Customer,Personal Travel,Eco,52,811,23,34,4,4,4,2,3,3,2,4,4,3,5,5,5,1
Female,Loyal Customer,Business travel,Business,35,492,22,7,3,4,0,4,3,2,3,4,4,5,3,4,2,0
Male,Loyal Customer,Personal Travel,Eco Plus,76,791,11,0,3,3,4,4,4,3,4,5,4,4,5,3,4,0
Female,Disloyal Customer,Business travel,Eco,32,2362,11,13,2,3,2,4,4,4,3,3,3,4,4,4,5,0
Male,Disloyal Customer,Business travel,Eco,28,1759,14,13,3,4,2,3,5,5,5,3,2,4,5,4,3,1
Female,Loyal Customer,Personal Travel,Eco,27,180,12,0,4,5,4,2,4,3,4,4,3,5,4,2,3,0
Female,Loyal Customer,Business travel,Business,36,1178,15,0,5,5,4,3,4,3,4,5,1,4,0,3,4,1
Male,Loyal Customer,Personal Travel,Eco Plus,18,1299,3,22,5,3,3,2,4,4,5,3,3,4,4,5,5,1
Female,Disloyal Customer,Personal Travel,Eco Plus,43,731,8,13,3,3,3,3,3,5,4,4,3,3,4,5,5,0
Male,Disloyal Customer,Personal Travel,Eco Plus,18,989,5,5,4,3,4,2,5,3,3,4,4,5,3,4,5,0
Female,Disloyal Customer,Business travel,Eco,41,1038,22,44,4,3,4,1,3,3,2,5,3,5,3,3,3,1
Male,Disloyal Customer,Business travel,Eco,23,227,2,12,3,4,4,5,3,4,3,5,5,5,4,4,4,0
Female,Loyal Customer,Personal Travel,Eco,34,384,25,43,3,5,3,2,3,4,3,3,4,5,3,4,5,1
Male,Loyal Customer,Business travel,Eco Plus,46,986,8,0,3,5,2,3,4,4,3,2,2,4,2,2,5,1
Female,Loyal Customer,Personal Travel,Eco,67,950,15,3,5,3,3,3,4,4,2,4,4,4,3,4,3,0
Female,Disloyal Customer,Personal Travel,Eco,26,546,5,11,3,4,3,3,3,4,4,3,4,3,5,4,5,0
Female,Loyal Customer,Personal Travel,Eco,37,503,2,6,4,4,3,4,3,4,4,3,2,4,3,5,3,1
Female,Loyal Customer,Personal Travel,Eco,30,855,21,33,1,3,2,3,4,3,5,3,4,3,4,5,4,1
Female,Loyal Customer,Personal Travel,Eco Plus,29,1343,11,0,4,3,3,4,2,3,3,3,5,4,3,4,5,1
Female,Disloyal Customer,Personal Travel,Eco,30,862,3,10,5,4,1,3,5,3,4,3,1,5,5,4,4,0
Male,Disloyal Customer,Personal Travel,Eco,49,1711,7,17,3,5,0,2,4,4,2,4,0,5,4,4,3,0
Female,Disloyal Customer,Personal Travel,Eco Plus,33,552,7,16,3,4,3,3,3,4,4,3,4,5,5,3,5,0
Male,Loyal Customer,Business travel,Eco,66,997,11,7,4,3,3,2,3,4,2,3,3,4,5,3,5,0
Female,Disloyal Customer,Personal Travel,Eco,44,723,3,8,4,3,4,2,4,3,4,4,5,4,4,3,4,0
Male,Disloyal Customer,Business travel,Eco,27,1194,3,0,4,3,3,3,4,4,3,4,4,4,3,3,5,1
Female,Disloyal Customer,Personal Travel,Business,35,509,9,6,3,4,5,3,3,3,3,4,4,4,3,5,4,0
Female,Disloyal Customer,Personal Travel,Eco,29,1864,4,0,5,4,2,0,4,3,2,4,4,5,4,4,4,1
Male,Disloyal Customer,Personal Travel,Eco Plus,49,80,22,14,3,3,3,4,3,0,3,3,2,2,4,3,4,0
Female,Disloyal Customer,Business travel,Business,19,1758,14,12,5,1,3,2,4,4,2,5,3,5,3,3,3,1
Female,Loyal Customer,Personal Travel,Eco Plus,23,945,14,9,5,4,3,4,5,3,3,5,5,3,4,4,3,1
Female,Loyal Customer,Personal Travel,Eco,32,1176,1,0,4,3,2,3,5,2,4,5,3,4,4,4,5,1
Male,Loyal Customer,Business travel,Eco Plus,47,1567,5,0,3,3,2,3,4,3,3,2,4,2,4,3,4,1
Female,Disloyal Customer,Business travel,Eco,54,1329,6,26,4,3,3,3,4,3,3,3,3,5,5,3,5,1
Female,Disloyal Customer,Personal Travel,Eco,56,535,3,0,4,4,1,4,4,2,4,4,3,4,0,5,0,0
Male,Loyal Customer,Personal Travel,Eco,45,1200,12,15,2,3,2,3,2,3,4,3,2,3,2,4,3,0
Male,Loyal Customer,Personal Travel,Eco,38,1834,11,0,2,4,2,5,3,1,5,3,4,5,5,5,4,0
Male,Disloyal Customer,Personal Travel,Eco,49,456,14,28,4,4,3,5,2,4,0,2,4,5,4,2,3,0
Female,Disloyal Customer,Business travel,Eco,25,1959,17,19,3,3,4,3,4,4,2,3,4,4,3,5,3,1
Male,Disloyal Customer,Personal Travel,Eco,18,1093,16,12,3,3,2,3,5,5,4,3,3,3,3,5,5,0
Female,Loyal Customer,Personal Travel,Eco,44,683,40,36,4,4,4,0,5,4,4,2,2,4,5,5,2,1
Female,Disloyal Customer,Personal Travel,Eco Plus,27,453,8,17,3,3,2,3,4,3,5,5,3,5,5,2,4,1
Male,Disloyal Customer,Personal Travel,Business,38,788,7,0,3,2,2,3,4,4,3,4,3,3,3,4,4,1
Female,Loyal Customer,Business travel,Eco,40,80,12,4,3,5,3,4,3,3,4,2,2,5,4,3,5,1
Female,Loyal Customer,Personal Travel,Eco Plus,42,692,19,18,4,4,3,2,5,2,3,4,4,3,4,3,4,1
Male,Disloyal Customer,Personal Travel,Eco,50,769,2,1,2,3,2,4,4,3,4,4,3,4,2,2,5,0
Male,Loyal Customer,Personal Travel,Eco,49,363,4,29,3,2,2,4,4,4,2,5,3,4,4,3,4,1
Male,Loyal Customer,Personal Travel,Eco,41,1274,5,2,2,3,1,4,3,3,2,4,4,4,2,3,3,1
Male,Disloyal Customer,Personal Travel,Eco,34,791,8,18,3,3,3,3,4,2,4,3,5,4,4,5,5,1
Male,Disloyal Customer,Personal Travel,Eco,40,582,5,23,0,4,0,4,4,3,3,4,5,5,5,3,4,0
Female,Loyal Customer,Personal Travel,Eco,32,737,17,24,4,0,4,4,4,4,2,4,0,4,2,4,3,1
Male,Disloyal Customer,Business travel,Eco,37,1078,9,2,3,3,0,3,5,3,4,5,4,3,5,5,2,0
Male,Loyal Customer,Business travel,Eco,70,937,7,0,4,3,4,3,2,5,1,5,0,4,5,4,4,0
Female,Disloyal Customer,Business travel,Eco,41,550,11,18,3,3,5,5,4,3,3,5,4,4,4,3,3,0
Female,Loyal Customer,Personal Travel,Eco,44,963,1,17,5,3,4,3,3,4,2,5,3,4,4,4,3,1
Female,Disloyal Customer,Personal Travel,Eco,31,875,11,16,3,4,2,2,3,2,4,3,4,4,3,3,2,0
Female,Disloyal Customer,Personal Travel,Eco,51,330,4,16,1,5,5,4,3,4,3,4,3,4,3,2,4,0
Male,Loyal Customer,Business travel,Eco,48,756,15,41,4,3,2,4,3,3,3,3,2,4,4,4,4,0
Male,Loyal Customer,Personal Travel,Eco,48,1190,1,9,3,3,1,3,3,3,4,5,4,4,3,4,3,0
Female,Disloyal Customer,Personal Travel,Eco,42,1186,12,1,3,2,4,2,5,5,4,3,3,4,4,4,4,0
Female,Loyal Customer,Personal Travel,Eco,51,785,4,5,4,3,3,3,4,3,4,5,5,4,4,4,3,0
Female,Loyal Customer,Personal Travel,Business,54,1238,19,33,2,2,1,3,4,2,4,3,3,5,0,3,4,0
Male,Loyal Customer,Business travel,Eco,42,410,2,0,4,4,2,2,2,2,3,4,4,3,4,5,5,0
Female,Disloyal Customer,Business travel,Eco,38,426,8,23,4,4,3,3,5,4,4,3,4,4,4,4,4,1
Female,Loyal Customer,Personal Travel,Eco,50,774,13,12,4,4,2,3,3,4,3,3,2,4,5,0,3,0
Male,Loyal Customer,Business travel,Business,28,1649,10,13,3,5,2,3,5,3,3,3,4,4,3,5,4,0
Female,Disloyal Customer,Personal Travel,Eco Plus,30,982,10,6,4,3,5,4,4,2,2,4,3,3,5,5,4,0
Female,Loyal Customer,Personal Travel,Eco Plus,38,762,2,4,3,3,5,2,4,5,0,4,5,4,5,4,3,0
Male,Loyal Customer,Personal Travel,Business,18,1672,2,4,3,5,3,2,5,5,2,3,3,4,4,5,3,0
Male,Loyal Customer,Business travel,Eco,49,757,10,0,3,4,3,3,4,4,5,4,2,4,4,4,3,1
Female,Loyal Customer,Personal Travel,Business,27,2017,9,5,4,4,4,4,4,2,4,3,1,4,4,4,4,1
Male,Loyal Customer,Personal Travel,Eco,33,644,3,0,3,5,2,5,3,5,3,4,3,3,2,5,4,1
Male,Disloyal Customer,Business travel,Eco Plus,36,394,3,0,5,4,1,3,5,4,4,5,4,5,2,3,2,1
Male,Loyal Customer,Personal Travel,Eco,39,817,7,0,4,4,0,3,3,3,2,3,2,4,3,3,3,1
Male,Disloyal Customer,Personal Travel,Eco,35,775,6,16,4,5,3,1,3,4,5,3,4,5,3,4,4,1
Female,Loyal Customer,Personal Travel,Business,38,496,27,37,4,4,4,4,3,3,3,3,3,4,4,3,5,0
Female,Loyal Customer,Business travel,Eco,38,2201,20,26,4,4,3,4,3,3,4,3,2,5,4,5,3,0
Male,Loyal Customer,Business travel,Business,34,1059,14,1,4,3,4,3,3,4,3,4,3,4,2,4,3,0
Female,Loyal Customer,Business travel,Eco,30,1132,21,20,2,5,4,2,5,2,2,3,2,4,5,5,3,0
Female,Disloyal Customer,Personal Travel,Eco Plus,52,669,5,0,4,3,4,5,5,2,5,3,4,5,4,3,2,1
Male,Loyal Customer,Personal Travel,Business,18,611,5,4,4,2,3,5,4,4,3,4,2,4,4,5,2,1
Female,Loyal Customer,Business travel,Eco,37,1413,18,24,4,4,3,3,3,4,4,4,4,4,4,3,4,0
Male,Loyal Customer,Personal Travel,Business,33,80,8,18,3,3,3,4,3,2,1,4,3,4,3,4,4,1
Female,Disloyal Customer,Personal Travel,Eco Plus,44,329,9,14,2,3,3,3,3,3,3,3,3,5,3,4,0,0
Female,Loyal Customer,Business travel,Eco Plus,22,776,3,16,1,5,1,4,5,2,4,5,4,4,3,4,4,0
Female,Disloyal Customer,Personal Travel,Eco,33,1576,17,20,3,0,4,2,4,3,3,3,3,3,2,4,3,0
Male,Loyal Customer,Personal Travel,Eco,38,713,12,10,4,3,2,1,4,3,3,3,5,4,3,4,3,0
Female,Loyal Customer,Business travel,Eco Plus,52,1108,6,15,5,1,2,2,4,4,3,5,3,5,5,4,5,1
Male,Disloyal Customer,Business travel,Eco,43,914,5,14,4,4,0,2,3,3,4,5,2,4,3,5,4,1
Male,Loyal Customer,Business travel,Eco,25,1548,19,14,3,4,2,3,4,3,2,3,5,3,2,5,4,0
Male,Loyal Customer,Business travel,Eco,33,108,5,9,3,4,3,4,3,3,3,3,4,4,4,4,3,1
Female,Disloyal Customer,Personal Travel,Business,50,1268,2,0,0,4,3,3,5,2,5,4,3,5,3,3,0,1
Male,Loyal Customer,Business travel,Eco,25,801,20,0,2,3,2,3,3,3,2,3,5,5,4,4,4,1
Female,Loyal Customer,Personal Travel,Eco Plus,38,1362,20,24,5,3,4,2,0,4,3,5,2,3,4,4,3,0
Female,Loyal Customer,Business travel,Business,39,490,5,0,5,3,2,2,5,4,2,3,3,3,3,2,4,0
Male,Loyal Customer,Personal Travel,Eco,34,912,31,34,5,3,1,3,3,0,4,4,2,4,4,4,4,0
Male,Disloyal Customer,Business travel,Eco,71,849,7,0,4,4,4,3,4,4,3,4,3,4,4,3,4,1
Male,Loyal Customer,Personal Travel,Eco Plus,34,399,5,0,3,4,3,3,1,5,2,3,2,0,2,0,5,1
Female,Disloyal Customer,Business travel,Eco,44,260,12,8,4,4,4,4,4,2,3,3,3,4,3,4,5,0
Female,Disloyal Customer,Personal Travel,Eco Plus,30,610,2,14,4,2,4,5,4,4,3,5,3,4,3,3,5,1
Male,Disloyal Customer,Personal Travel,Eco Plus,45,965,4,0,3,2,2,3,3,4,3,4,3,3,2,5,3,1
Female,Disloyal Customer,Personal Travel,Eco Plus,49,522,10,0,3,3,2,5,4,3,3,3,1,3,3,5,0,1
Male,Disloyal Customer,Personal Travel,Eco,32,735,9,13,3,3,4,4,4,3,3,3,4,4,4,4,4,1
Female,Disloyal Customer,Business travel,Eco Plus,38,80,15,13,3,4,4,4,5,4,1,3,3,3,4,5,5,0
Female,Loyal Customer,Personal Travel,Eco Plus,28,715,3,11,5,2,3,4,3,4,0,4,5,4,2,5,4,1
Female,Loyal Customer,Personal Travel,Eco,25,1412,27,17,3,5,2,4,4,2,4,5,3,4,3,3,4,1
Female,Disloyal Customer,Personal Travel,Eco Plus,51,1253,6,8,4,3,4,2,2,0,2,4,3,5,4,5,3,1
Female,Loyal Customer,Personal Travel,Business,32,857,8,33,4,5,2,4,4,3,4,4,3,3,4,3,4,0
Male,Disloyal Customer,Personal Travel,Eco Plus,18,1022,5,3,5,4,3,3,3,3,4,4,2,4,3,5,5,0
Male,Loyal Customer,Personal Travel,Eco,60,486,2,4,4,3,2,3,5,4,2,2,4,4,4,3,5,0
Male,Disloyal Customer,Personal Travel,Eco,29,1712,8,0,4,5,3,3,3,3,3,4,2,3,4,3,4,0
Male,Loyal Customer,Personal Travel,Eco,36,1934,13,4,3,4,2,4,3,3,3,5,3,4,3,4,5,1
Female,Disloyal Customer,Personal Travel,Eco,59,982,7,12,4,4,2,4,3,2,4,4,4,4,3,3,4,0
Female,Loyal Customer,Personal Travel,Eco,37,2195,4,1,5,4,2,2,4,2,2,4,3,4,4,5,5,0
Female,Loyal Customer,Personal Travel,Business,37,560,16,22,2,4,3,5,5,3,5,3,3,3,2,5,4,0
Male,Disloyal Customer,Personal Travel,Eco,24,274,16,20,5,4,3,4,1,3,4,3,2,4,4,2,5,0
Female,Disloyal Customer,Business travel,Business,19,545,7,0,3,3,4,3,4,3,2,3,4,3,3,4,4,0
Male,Disloyal Customer,Personal Travel,Eco,37,790,10,20,4,3,2,2,5,4,5,4,2,4,5,4,3,1
Male,Disloyal Customer,Personal Travel,Eco,43,2056,16,4,4,4,3,4,3,2,4,3,2,0,2,4,5,0
Female,Loyal Customer,Personal Travel,Eco,43,759,13,5,3,4,3,2,4,3,3,2,4,4,4,4,3,1
Female,Disloyal Customer,Business travel,Eco,33,470,10,12,0,4,4,4,0,3,4,4,3,5,2,4,4,0
Female,Loyal Customer,Personal Travel,Eco Plus,39,451,13,29,3,4,1,4,4,2,4,4,3,4,3,2,2,0
Male,Loyal Customer,Personal Travel,Business,18,1470,11,1,4,3,3,3,3,4,3,4,4,4,4,5,5,0
Female,Loyal Customer,Business travel,Business,45,1399,8,9,3,3,2,3,5,1,4,3,3,4,5,4,2,1
Male,Loyal Customer,Business travel,Eco,41,657,3,5,2,3,4,3,4,3,3,3,2,5,4,3,3,1
Female,Loyal Customer,Personal Travel,Eco Plus,63,80,3,10,3,4,4,2,4,4,4,4,3,4,4,3,3,0
Female,Disloyal Customer,Business travel,Eco,39,336,11,23,2,3,0,3,4,1,3,4,4,5,4,5,3,0
Male,Loyal Customer,Personal Travel,Business,28,1761,5,1,3,3,2,4,0,4,0,3,3,4,4,4,4,0
Male,Disloyal Customer,Business travel,Eco,38,1244,11,21,4,4,3,4,4,2,4,5,3,4,3,4,3,1
Male,Loyal Customer,Business travel,Eco,35,933,3,16,3,4,3,2,4,3,3,3,5,5,3,4,5,0
Female,Loyal Customer,Personal Travel,Eco,44,1834,4,22,4,4,0,4,4,5,3,1,5,4,4,4,4,0
Male,Disloyal Customer,Personal Travel,Eco,39,1879,7,12,3,3,3,2,3,3,4,4,2,4,5,2,4,0
Female,Loyal Customer,Personal Travel,Eco,24,882,1,3,3,4,2,4,5,5,5,4,2,5,4,3,3,1
Female,Loyal Customer,Business travel,Business,19,891,4,0,4,3,2,2,3,3,3,4,4,5,3,4,5,0
Female,Disloyal Customer,Personal Travel,Eco Plus,42,609,5,0,5,4,2,5,4,3,3,4,4,4,0,4,4,0
Male,Loyal Customer,Personal Travel,Business,56,758,9,6,2,5,2,3,4,4,5,3,5,5,3,3,4,1
Female,Loyal Customer,Business travel,Eco,40,157,7,8,5,4,2,4,3,4,3,5,3,4,4,4,5,0
Male,Disloyal Customer,Business travel,Eco Plus,49,155,10,9,4,3,3,4,5,4,3,2,3,3,5,5,5,1
Female,Loyal Customer,Personal Travel,Eco,51,80,8,14,3,3,3,2,4,3,4,4,2,4,4,5,4,1
Female,Disloyal Customer,Business travel,Eco,42,1442,6,0,5,5,2,4,5,2,3,3,3,3,4,4,4,1
Female,Disloyal Customer,Personal Travel,Eco,29,119,5,3,3,3,2,3,4,2,3,5,3,4,5,5,5,0
Female,Loyal Customer,Business travel,Eco,41,1875,9,29,4,4,2,3,4,5,5,3,3,4,4,4,4,0
Male,Loyal Customer,Personal Travel,Eco Plus,53,535,19,29,3,4,2,3,4,5,2,4,4,5,5,4,0,0
